UBIGEO_HECHO,DPTO_HECHO_NEW,PROV_HECHO,DIST_HECHO,COMISARIA,COD_CPNP_LOCAL,LAT,LONG,DEPTO_COMISARIA,PROV_COMISARIA,DIST_COMISARIA,ES_PRINCIPAL,SECTORES
010202,AMAZONAS,BAGUA,ARAMANGO,CPNP ARAMANGO,1525,-5.41552786,-78.43845434,AMAZONAS,BAGUA,ARAMANGO,True,2
010202,AMAZONAS,BAGUA,ARAMANGO,CPNP EL MUYO,1526,-5.42286444,-78.45216589,AMAZONAS,BAGUA,ARAMANGO,False,2
010201,AMAZONAS,BAGUA,BAGUA,CPNP BAGUA,1515,-5.63892802,-78.53108771,AMAZONAS,BAGUA,BAGUA,True,4
010203,AMAZONAS,BAGUA,COPALLIN,CPNP COPALLIN,1523,-5.67509296,-78.42387236,AMAZONAS,BAGUA,COPALLIN,True,3
010205,AMAZONAS,BAGUA,IMAZA,CPNP CHIRIACO,1521,-5.16250168,-78.28710647,AMAZONAS,BAGUA,IMAZA,True,3
010205,AMAZONAS,BAGUA,IMAZA,CPNP IMACITA,1522,-5.05857886,-78.33201262,AMAZONAS,BAGUA,IMAZA,False,3
010206,AMAZONAS,BAGUA,LA PECA,CPNP LA PECA,1518,-5.61252512,-78.43760201,AMAZONAS,BAGUA,LA PECA,True,3
010302,AMAZONAS,BONGARA,CHISQUILLA,CPNP JUMBILLA,1465,-5.90337712,-77.79884048,AMAZONAS,BONGARA,CHISQUILLA,True,5
010305,AMAZONAS,BONGARA,CUISPES,CPNP JAZAN,1462,-5.9432186,-77.97817037,AMAZONAS,BONGARA,CUISPES,True,4
010306,AMAZONAS,BONGARA,FLORIDA,CPNP POMACOCHAS,1468,-5.82476139,-77.97147407,AMAZONAS,BONGARA,FLORIDA,True,2
010307,AMAZONAS,BONGARA,JAZAN,CPNP JAZAN,1462,-5.9432186,-77.97817037,AMAZONAS,BONGARA,JAZAN,True,4
010301,AMAZONAS,BONGARA,JUMBILLA,CPNP JUMBILLA,1465,-5.90337712,-77.79884048,AMAZONAS,BONGARA,JUMBILLA,True,5
010312,AMAZONAS,BONGARA,YAMBRASBAMBA,CPNP BUENOS AIRES,1448,-5.73817003,-77.90666952,AMAZONAS,BONGARA,YAMBRASBAMBA,True,3
010101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,CPNP CHACHAPOYAS,1410,-6.22990258,-77.87494524,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,True,4
010104,AMAZONAS,CHACHAPOYAS,CHETO,CPNP PIPUS,1416,-6.22904092,-77.73290772,AMAZONAS,CHACHAPOYAS,CHETO,True,5
010106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,CPNP CHUQUIBAMBA,1437,-6.93554118,-77.85428867,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,True,3
010108,AMAZONAS,CHACHAPOYAS,HUANCAS,CPNP CHACHAPOYAS,1410,-6.22990258,-77.87494524,AMAZONAS,CHACHAPOYAS,HUANCAS,True,4
010110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,CPNP LEYMEBAMBA,1425,-6.70773171,-77.80345723,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,True,4
010113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,CPNP DURAZNOPAMPA,1428,-6.5934858,-77.80998696,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,True,3
010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,CPNP MOLINOPAMPA,1413,-6.20905191,-77.66858866,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,True,3
010117,AMAZONAS,CHACHAPOYAS,QUINJALCA,CPNP QUINJALCA,1422,-6.09149759,-77.67858731,AMAZONAS,CHACHAPOYAS,QUINJALCA,True,3
010120,AMAZONAS,CHACHAPOYAS,SOLOCO,CPNP PIPUS,1416,-6.22904092,-77.73290772,AMAZONAS,CHACHAPOYAS,SOLOCO,True,5
010402,AMAZONAS,CONDORCANQUI,EL CENEPA,CPNP CONDORCANQUI,1529,-4.5922403,-77.86418229,AMAZONAS,CONDORCANQUI,EL CENEPA,True,3
010401,AMAZONAS,CONDORCANQUI,NIEVA,CPNP CONDORCANQUI,1529,-4.5922403,-77.86418229,AMAZONAS,CONDORCANQUI,NIEVA,True,3
010502,AMAZONAS,LUYA,CAMPORREDONDO,CPNP CAMPOREDONDO,1512,-6.215327,-78.318862,AMAZONAS,LUYA,CAMPORREDONDO,True,3
010504,AMAZONAS,LUYA,COLCAMAR,CPNP COLCAMAR,1458,-6.29890537,-77.9729679,AMAZONAS,LUYA,COLCAMAR,True,3
010501,AMAZONAS,LUYA,LAMUD,CPNP LAMUD,1440,-6.13924963,-77.95217841,AMAZONAS,LUYA,LAMUD,True,6
010509,AMAZONAS,LUYA,LUYA,CPNP LUYA,1446,-6.16336183,-77.9442939,AMAZONAS,LUYA,LUYA,True,3
010514,AMAZONAS,LUYA,PISUQUIA,CPNP PIZUQUIA-PUEBLO NUEVO,1460,-6.374932,-78.141297,AMAZONAS,LUYA,PISUQUIA,True,3
010521,AMAZONAS,LUYA,SANTO TOMAS,CPNP SANTO TOMAS,1449,-6.57275637,-77.86555903,AMAZONAS,LUYA,SANTO TOMAS,True,3
010522,AMAZONAS,LUYA,TINGO,CPNP TINGO,1443,-6.37988672,-77.90588086,AMAZONAS,LUYA,TINGO,True,5
010602,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,CPNP LIMABAMBA,1476,-6.49786413,-77.49840373,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,True,3
010604,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,CPNP HUAMBO,1473,-6.42871878,-77.538346,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,True,2
010605,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,CPNP LIMABAMBA,1476,-6.49786413,-77.49840373,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,True,3
010606,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,CPNP LONGAR,1481,-6.38549182,-77.54599145,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,True,3
010607,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,CPNP SAN NICOLAS,1471,-6.39475105,-77.48267488,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,True,3
010609,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,CPNP OMIA,1479,-6.46734824,-77.39559876,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,True,3
010601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,CPNP SAN NICOLAS,1471,-6.39475105,-77.48267488,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,True,3
010610,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,CPNP SANTA ROSA,1484,-6.45296635,-77.45551948,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,True,2
010611,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,CPNP LIMABAMBA,1476,-6.49786413,-77.49840373,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,True,3
010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,CPNP UTCUBAMBA,1487,-5.75719212,-78.44027261,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,True,3
010702,AMAZONAS,UTCUBAMBA,CAJARURO,CPNP CAJARURO,1493,-5.73728821,-78.4296983,AMAZONAS,UTCUBAMBA,CAJARURO,True,3
010703,AMAZONAS,UTCUBAMBA,CUMBA,CPNP CORRAL QUEMADO,1490,-5.754138,-78.690373,AMAZONAS,UTCUBAMBA,CUMBA,False,2
010703,AMAZONAS,UTCUBAMBA,CUMBA,CPNP CUMBA,1499,-5.93360773,-78.66517395,AMAZONAS,UTCUBAMBA,CUMBA,True,3
010704,AMAZONAS,UTCUBAMBA,EL MILAGRO,CPNP EL MILAGRO,1508,-5.63752372,-78.55937942,AMAZONAS,UTCUBAMBA,EL MILAGRO,True,3
010705,AMAZONAS,UTCUBAMBA,JAMALCA,CPNP NARANJITOS,1442,-5.82095017,-78.27845885,AMAZONAS,UTCUBAMBA,JAMALCA,False,3
010705,AMAZONAS,UTCUBAMBA,JAMALCA,CPNP JAMALCA,1496,-5.89438884,-78.23815598,AMAZONAS,UTCUBAMBA,JAMALCA,True,3
010706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,CPNP LONYA GRANDE,1502,-6.09656685,-78.42299791,AMAZONAS,UTCUBAMBA,LONYA GRANDE,True,3
020201,ANCASH,AIJA,AIJA,CPNP AIJA,4845,-9.78325764,-77.60940487,ANCASH,AIJA,AIJA,True,5
020204,ANCASH,AIJA,LA MERCED,CPNP AIJA,4845,-9.78325764,-77.60940487,ANCASH,AIJA,LA MERCED,True,5
020402,ANCASH,ASUNCION,ACOCHACA,CPNP SAN LUIS-CARLOS FERMIN FITZCARRALD,4966,-9.09459398,-77.33019334,ANCASH,ASUNCION,ACOCHACA,True,3
020401,ANCASH,ASUNCION,CHACAS,CPNP ASUNCION-CHACAS,4964,-9.16337613,-77.36653446,ANCASH,ASUNCION,CHACAS,True,3
020505,ANCASH,BOLOGNESI,CAJACAY,CPNP CAJACAY,4822,-10.15375204,-77.43865901,ANCASH,BOLOGNESI,CAJACAY,True,3
020501,ANCASH,BOLOGNESI,CHIQUIAN,CPNP BOLOGNESI CHIQUIAN,4815,-10.15478576,-77.15741416,ANCASH,BOLOGNESI,CHIQUIAN,True,10
020507,ANCASH,BOLOGNESI,COLQUIOC,CPNP CHASQUITAMBO,4820,-10.31293277,-77.61756694,ANCASH,BOLOGNESI,COLQUIOC,True,4
020508,ANCASH,BOLOGNESI,HUALLANCA,CPNP HUALLANCA-CHURCOS,4826,-9.90139427,-76.94111902,ANCASH,BOLOGNESI,HUALLANCA,True,3
020513,ANCASH,BOLOGNESI,PACLLON,CPNP BOLOGNESI CHIQUIAN,4815,-10.15478576,-77.15741416,ANCASH,BOLOGNESI,PACLLON,True,10
020602,ANCASH,CARHUAZ,ACOPAMPA,CPNP CARHUAZ,4870,-9.28248511,-77.64606581,ANCASH,CARHUAZ,ACOPAMPA,True,7
020603,ANCASH,CARHUAZ,AMASHCA,CPNP CARHUAZ,4870,-9.28248511,-77.64606581,ANCASH,CARHUAZ,AMASHCA,True,7
020604,ANCASH,CARHUAZ,ANTA,CPNP ANTA,4875,-9.35756275,-77.59866296,ANCASH,CARHUAZ,ANTA,True,3
020601,ANCASH,CARHUAZ,CARHUAZ,CPNP CARHUAZ,4870,-9.28248511,-77.64606581,ANCASH,CARHUAZ,CARHUAZ,True,7
020606,ANCASH,CARHUAZ,MARCARA,CPNP MARCARA,4877,-9.32238612,-77.60430709,ANCASH,CARHUAZ,MARCARA,True,3
020610,ANCASH,CARHUAZ,TINCO,CPNP CARHUAZ,4870,-9.28248511,-77.64606581,ANCASH,CARHUAZ,TINCO,True,7
020611,ANCASH,CARHUAZ,YUNGAR,CPNP ANTA,4875,-9.35756275,-77.59866296,ANCASH,CARHUAZ,YUNGAR,True,3
020701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,CPNP SAN LUIS-CARLOS FERMIN FITZCARRALD,4966,-9.09459398,-77.33019334,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,True,3
020802,ANCASH,CASMA,BUENA VISTA ALTA,CPNP CASMA,4925,-9.47565505,-78.30596287,ANCASH,CASMA,BUENA VISTA ALTA,True,5
020801,ANCASH,CASMA,CASMA,CPNP CASMA,4925,-9.47565505,-78.30596287,ANCASH,CASMA,CASMA,True,5
020803,ANCASH,CASMA,COMANDANTE NOEL,CPNP CASMA,4925,-9.47565505,-78.30596287,ANCASH,CASMA,COMANDANTE NOEL,True,5
020804,ANCASH,CASMA,YAUTAN,CPNP YAUTAN,4926,-9.51186771,-77.99684409,ANCASH,CASMA,YAUTAN,True,4
020902,ANCASH,CORONGO,ACO,CPNP CORONGO,4880,-8.57050324,-77.89820492,ANCASH,CORONGO,ACO,True,6
020901,ANCASH,CORONGO,CORONGO,CPNP CORONGO,4880,-8.57050324,-77.89820492,ANCASH,CORONGO,CORONGO,True,6
020905,ANCASH,CORONGO,LA PAMPA,CPNP LA PAMPA,4882,-8.66255567,-77.90120042,ANCASH,CORONGO,LA PAMPA,True,3
020907,ANCASH,CORONGO,YUPAN,CPNP LA PAMPA,4882,-8.66255567,-77.90120042,ANCASH,CORONGO,YUPAN,True,3
020101,ANCASH,HUARAZ,HUARAZ,CPNP HUARAZ,4801,-9.52938327,-77.52979372,ANCASH,HUARAZ,HUARAZ,True,7
020101,ANCASH,HUARAZ,HUARAZ,CPNP SAN GERONIMO,4804,-9.52707907,-77.53541276,ANCASH,HUARAZ,HUARAZ,False,4
020101,ANCASH,HUARAZ,HUARAZ,CPNP TACLLAN,4806,-9.54260505,-77.53300929,ANCASH,HUARAZ,HUARAZ,False,4
020105,ANCASH,HUARAZ,INDEPENDENCIA,CPNP MONTERREY,4802,-9.47419344,-77.53750311,ANCASH,HUARAZ,INDEPENDENCIA,False,4
020110,ANCASH,HUARAZ,PARIACOTO,CPNP PARIACOTO,4927,-9.55972629,-77.89025699,ANCASH,HUARAZ,PARIACOTO,True,4
020112,ANCASH,HUARAZ,TARICA,CPNP TARICA,4808,-9.39288698,-77.5739404,ANCASH,HUARAZ,TARICA,True,3
021002,ANCASH,HUARI,ANRA,CPNP UCO,4960,-9.18822587,-76.92831802,ANCASH,HUARI,ANRA,True,5
021001,ANCASH,HUARI,HUARI,CPNP HUARI,4950,-9.34729651,-77.17070632,ANCASH,HUARI,HUARI,True,3
021101,ANCASH,HUARMEY,HUARMEY,CPNP HUARMEY,4930,-10.06898726,-78.15444293,ANCASH,HUARMEY,HUARMEY,True,10
021201,ANCASH,HUAYLAS,CARAZ,CPNP CARAZ,4855,-9.04607706,-77.81157488,ANCASH,HUAYLAS,CARAZ,True,6
021205,ANCASH,HUAYLAS,MATO,CPNP CARAZ,4855,-9.04607706,-77.81157488,ANCASH,HUAYLAS,MATO,True,6
021207,ANCASH,HUAYLAS,PUEBLO LIBRE,CPNP YUNGAY,4865,-9.14096602,-77.7445578,ANCASH,HUAYLAS,PUEBLO LIBRE,True,6
021302,ANCASH,MARISCAL LUZURIAGA,CASCA,CPNP MARISCAL LUZURIAGA-PISCOBAMBA,4968,-8.86457031,-77.35656699,ANCASH,MARISCAL LUZURIAGA,CASCA,True,8
021305,ANCASH,MARISCAL LUZURIAGA,LLAMA,CPNP MARISCAL LUZURIAGA-PISCOBAMBA,4968,-8.86457031,-77.35656699,ANCASH,MARISCAL LUZURIAGA,LLAMA,True,8
021306,ANCASH,MARISCAL LUZURIAGA,LLUMPA,CPNP YAUYA,4967,-8.98991646,-77.29080174,ANCASH,MARISCAL LUZURIAGA,LLUMPA,True,3
021307,ANCASH,MARISCAL LUZURIAGA,LUCMA,CPNP MARISCAL LUZURIAGA-PISCOBAMBA,4968,-8.86457031,-77.35656699,ANCASH,MARISCAL LUZURIAGA,LUCMA,True,8
021301,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,CPNP MARISCAL LUZURIAGA-PISCOBAMBA,4968,-8.86457031,-77.35656699,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,True,8
021401,ANCASH,OCROS,OCROS,CPNP OCROS,4850,-10.40369771,-77.39684782,ANCASH,OCROS,OCROS,True,7
021502,ANCASH,PALLASCA,BOLOGNESI,CPNP CABANA,4935,-8.392918,-78.008577,ANCASH,PALLASCA,BOLOGNESI,True,4
021501,ANCASH,PALLASCA,CABANA,CPNP CABANA,4935,-8.392918,-78.008577,ANCASH,PALLASCA,CABANA,True,4
021510,ANCASH,PALLASCA,SANTA ROSA,CPNP TAUCA,4946,-8.46997138,-78.0374566,ANCASH,PALLASCA,SANTA ROSA,True,4
021511,ANCASH,PALLASCA,TAUCA,CPNP TAUCA,4946,-8.46997138,-78.0374566,ANCASH,PALLASCA,TAUCA,True,4
021601,ANCASH,POMABAMBA,POMABAMBA,CPNP POMABAMBA,4970,-8.81941943,-77.46139424,ANCASH,POMABAMBA,POMABAMBA,True,4
021701,ANCASH,RECUAY,RECUAY,CPNP RECUAY,4830,-9.71903119,-77.45661348,ANCASH,RECUAY,RECUAY,True,4
021710,ANCASH,RECUAY,TICAPAMPA,CPNP CATAC,4835,-9.79810892,-77.43246069,ANCASH,RECUAY,TICAPAMPA,True,3
021802,ANCASH,SANTA,CACERES DEL PERU,CPNP JIMBE,4916,-9.01553364,-78.13957108,ANCASH,SANTA,CACERES DEL PERU,True,3
021801,ANCASH,SANTA,CHIMBOTE,CPNP CHIMBOTE,4884,-9.07316713,-78.59972883,ANCASH,SANTA,CHIMBOTE,False,4
021801,ANCASH,SANTA,CHIMBOTE,CPNP 21 DE ABRIL,4886,-9.0679505,-78.58382483,ANCASH,SANTA,CHIMBOTE,False,7
021801,ANCASH,SANTA,CHIMBOTE,CPNP LA LIBERTAD,4888,-9.08680986,-78.57513493,ANCASH,SANTA,CHIMBOTE,False,4
021801,ANCASH,SANTA,CHIMBOTE,CPNP ALTO PERU,4890,-9.07815078,-78.57348137,ANCASH,SANTA,CHIMBOTE,False,7
021801,ANCASH,SANTA,CHIMBOTE,CPNP SAN PEDRO,4892,-9.04911154,-78.58684341,ANCASH,SANTA,CHIMBOTE,True,4
021801,ANCASH,SANTA,CHIMBOTE,CPNP RINCONADA,4900,-8.89314999,-78.5663249,ANCASH,SANTA,CHIMBOTE,False,3
021801,ANCASH,SANTA,CHIMBOTE,CPNP TAMBO REAL,4933,-8.9648039,-78.58551042,ANCASH,SANTA,CHIMBOTE,False,3
021803,ANCASH,SANTA,COISHCO,CPNP COISHCO,4897,-9.02077603,-78.61538608,ANCASH,SANTA,COISHCO,True,5
021804,ANCASH,SANTA,MACATE,CPNP MACATE,4902,-8.76032661,-78.06101262,ANCASH,SANTA,MACATE,True,2
021804,ANCASH,SANTA,MACATE,CPNP CHUQUICARA,4932,-8.656057,-78.234672,ANCASH,SANTA,MACATE,False,2
021805,ANCASH,SANTA,MORO,CPNP MORO,4920,-9.13960773,-78.18411358,ANCASH,SANTA,MORO,True,4
021806,ANCASH,SANTA,NEPEÑA,CPNP NEPEÑA,4914,-9.17209654,-78.3611881,ANCASH,SANTA,NEPEÑA,True,3
021806,ANCASH,SANTA,NEPEÑA,CPNP SAN JACINTO,4918,-9.1516017,-78.27911767,ANCASH,SANTA,NEPEÑA,False,3
021809,ANCASH,SANTA,NUEVO CHIMBOTE,CPNP VILLA MARIA,4891,-9.11691983,-78.54481272,ANCASH,SANTA,NUEVO CHIMBOTE,False,7
021809,ANCASH,SANTA,NUEVO CHIMBOTE,CPNP BUENOS AIRES,4905,-9.12790115,-78.52121155,ANCASH,SANTA,NUEVO CHIMBOTE,True,10
021807,ANCASH,SANTA,SAMANCO,CPNP SAMANCO,4922,-9.26170373,-78.49569023,ANCASH,SANTA,SAMANCO,True,3
021808,ANCASH,SANTA,SANTA,CPNP SANTA,4931,-8.98711448,-78.61316407,ANCASH,SANTA,SANTA,True,4
021909,ANCASH,SIHUAS,SAN JUAN,CPNP SIHUAS,4974,-8.5543449,-77.63136535,ANCASH,SIHUAS,SAN JUAN,True,10
021910,ANCASH,SIHUAS,SICSIBAMBA,CPNP SIHUAS,4974,-8.5543449,-77.63136535,ANCASH,SIHUAS,SICSIBAMBA,True,10
021901,ANCASH,SIHUAS,SIHUAS,CPNP SIHUAS,4974,-8.5543449,-77.63136535,ANCASH,SIHUAS,SIHUAS,True,10
022003,ANCASH,YUNGAY,MANCOS,CPNP MANCOS,4864,-9.19001808,-77.71412782,ANCASH,YUNGAY,MANCOS,True,3
022006,ANCASH,YUNGAY,RANRAHIRCA,CPNP MANCOS,4864,-9.19001808,-77.71412782,ANCASH,YUNGAY,RANRAHIRCA,True,3
022001,ANCASH,YUNGAY,YUNGAY,CPNP YUNGAY,4865,-9.14096602,-77.7445578,ANCASH,YUNGAY,YUNGAY,True,6
030101,APURIMAC,ABANCAY,ABANCAY,CPNP BELLAVISTA,5404,-13.63703366,-72.89771985,APURIMAC,ABANCAY,ABANCAY,False,3
030101,APURIMAC,ABANCAY,ABANCAY,CPNP VILLA AMPAY,5411,-13.63176758,-72.88475977,APURIMAC,ABANCAY,ABANCAY,True,3
030101,APURIMAC,ABANCAY,ABANCAY,CPNP ABANCAY,5489,-13.63665317,-72.87784842,APURIMAC,ABANCAY,ABANCAY,False,4
030102,APURIMAC,ABANCAY,CHACOCHE,CPNP CASINCHIHUA,5408,-13.87633666,-73.02693689,APURIMAC,ABANCAY,CHACOCHE,True,3
030104,APURIMAC,ABANCAY,CURAHUASI,CPNP CURAHUASI,5415,-13.54046857,-72.69611738,APURIMAC,ABANCAY,CURAHUASI,True,4
030105,APURIMAC,ABANCAY,HUANIPACA,CPNP HUANIPACA,5422,-13.49290577,-72.93293017,APURIMAC,ABANCAY,HUANIPACA,True,2
030106,APURIMAC,ABANCAY,LAMBRAMA,CPNP LAMBRAMA,5436,-13.87103621,-72.76990206,APURIMAC,ABANCAY,LAMBRAMA,True,3
030107,APURIMAC,ABANCAY,PICHIRHUA,CPNP CASINCHIHUA,5408,-13.87633666,-73.02693689,APURIMAC,ABANCAY,PICHIRHUA,True,3
030109,APURIMAC,ABANCAY,TAMBURCO,CPNP TAMBURCO,5412,-13.62243134,-72.8736407,APURIMAC,ABANCAY,TAMBURCO,True,3
030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,CPNP ANDAHUAYLAS,5468,-13.65659553,-73.38469236,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,True,3
030202,APURIMAC,ANDAHUAYLAS,ANDARAPA,CPNP ANDARAPA,5487,-13.52823785,-73.36619916,APURIMAC,ANDAHUAYLAS,ANDARAPA,True,3
030204,APURIMAC,ANDAHUAYLAS,HUANCARAMA,CPNP HUANCARAMA,5485,-13.64551483,-73.08410603,APURIMAC,ANDAHUAYLAS,HUANCARAMA,True,4
030205,APURIMAC,ANDAHUAYLAS,HUANCARAY,CPNP HUANCARAY,5490,-13.75698734,-73.52909919,APURIMAC,ANDAHUAYLAS,HUANCARAY,True,3
030219,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,CPNP ANDARAPA,5487,-13.52823785,-73.36619916,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,True,3
030207,APURIMAC,ANDAHUAYLAS,KISHUARA,CPNP KISHUARA,5482,-13.69157951,-73.11830639,APURIMAC,ANDAHUAYLAS,KISHUARA,True,3
030209,APURIMAC,ANDAHUAYLAS,PACUCHA,CPNP PACUCHA,5474,-13.60919006,-73.34253779,APURIMAC,ANDAHUAYLAS,PACUCHA,True,2
030213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,CPNP SAN JERONIMO,5472,-13.65171414,-73.36533111,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,True,3
030215,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,CPNP SANTA MARIA DE CHICMO,5476,-13.65784382,-73.49472981,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,True,3
030216,APURIMAC,ANDAHUAYLAS,TALAVERA,CPNP TALAVERA,5470,-13.65629865,-73.43000742,APURIMAC,ANDAHUAYLAS,TALAVERA,True,4
030306,APURIMAC,ANTABAMBA,PACHACONAS,CPNP PACHACONAS,5445,-14.22348574,-73.01631968,APURIMAC,ANTABAMBA,PACHACONAS,True,3
030401,APURIMAC,AYMARAES,CHALHUANCA,CPNP CHALHUANCA,5440,-14.29523923,-73.24763498,APURIMAC,AYMARAES,CHALHUANCA,True,7
030412,APURIMAC,AYMARAES,SAÑAYCA,CPNP CHALHUANCA,5440,-14.29523923,-73.24763498,APURIMAC,AYMARAES,SAÑAYCA,True,7
030602,APURIMAC,CHINCHEROS,ANCO_HUALLO,CPNP URIPA,5497,-13.53226947,-73.67853853,APURIMAC,CHINCHEROS,ANCO_HUALLO,True,3
030601,APURIMAC,CHINCHEROS,CHINCHEROS,CPNP CHINCHEROS,5495,-13.51717753,-73.72016752,APURIMAC,CHINCHEROS,CHINCHEROS,True,3
030604,APURIMAC,CHINCHEROS,HUACCANA,CPNP HUACCANA,5504,-13.38914091,-73.68960378,APURIMAC,CHINCHEROS,HUACCANA,True,3
030605,APURIMAC,CHINCHEROS,OCOBAMBA,CPNP OCOBAMBA,5500,-13.48280437,-73.56007697,APURIMAC,CHINCHEROS,OCOBAMBA,True,3
030606,APURIMAC,CHINCHEROS,ONGOY,CPNP ONGOY,5508,-13.40310796,-73.66800253,APURIMAC,CHINCHEROS,ONGOY,True,4
030608,APURIMAC,CHINCHEROS,RANRACANCHA,CPNP RANRACANCHA,5507,-13.53334,-73.606662,APURIMAC,CHINCHEROS,RANRACANCHA,True,4
030506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,CPNP CHALLHUAHUACHO,5465,-14.11842109,-72.24616186,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,True,4
030504,APURIMAC,COTABAMBAS,HAQUIRA,CPNP HAQUIRA,5464,-14.21388045,-72.18944681,APURIMAC,COTABAMBAS,HAQUIRA,True,3
030712,APURIMAC,GRAU,VILCABAMBA,CPNP VILCABAMBA,5434,-14.07839621,-72.62500789,APURIMAC,GRAU,VILCABAMBA,True,4
040102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,CPNP ALTO SELVA ALEGRE,4092,-16.38096965,-71.51865996,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,True,5
040102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,CPNP INDEPENDENCIA,4094,-16.36606751,-71.51909527,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,False,5
040101,AREQUIPA,AREQUIPA,AREQUIPA,CPNP PALACIO VIEJO,4068,-16.40116589,-71.53598777,AREQUIPA,AREQUIPA,AREQUIPA,False,5
040101,AREQUIPA,AREQUIPA,AREQUIPA,CPNP SANTA MARTA,4070,-16.39747653,-71.53259016,AREQUIPA,AREQUIPA,AREQUIPA,False,6
040101,AREQUIPA,AREQUIPA,AREQUIPA,CPNP SOCABAYA,4102,-16.39993817,-71.53531562,AREQUIPA,AREQUIPA,AREQUIPA,False,4
040103,AREQUIPA,AREQUIPA,CAYMA,CPNP CAYMA,4008,-16.38153205,-71.54528245,AREQUIPA,AREQUIPA,CAYMA,False,3
040103,AREQUIPA,AREQUIPA,CAYMA,CPNP ACEQUIA ALTA,4010,-16.35616676,-71.54126113,AREQUIPA,AREQUIPA,CAYMA,True,4
040103,AREQUIPA,AREQUIPA,CAYMA,CPNP DEAN VALDIVIA,4012,-16.33172933,-71.54368564,AREQUIPA,AREQUIPA,CAYMA,False,3
040103,AREQUIPA,AREQUIPA,CAYMA,CPNP CASIMIRO CUADROS,4014,-16.34927252,-71.55248055,AREQUIPA,AREQUIPA,CAYMA,False,2
040104,AREQUIPA,AREQUIPA,CERRO COLORADO,CPNP CERRO COLORADO,4002,-16.37825497,-71.55950633,AREQUIPA,AREQUIPA,CERRO COLORADO,True,4
040104,AREQUIPA,AREQUIPA,CERRO COLORADO,CPNP MARISCAL CASTILLA,4006,-16.39274655,-71.56777059,AREQUIPA,AREQUIPA,CERRO COLORADO,False,5
040104,AREQUIPA,AREQUIPA,CERRO COLORADO,CPNP ZAMACOLA,4022,-16.35177358,-71.5634369,AREQUIPA,AREQUIPA,CERRO COLORADO,False,5
040104,AREQUIPA,AREQUIPA,CERRO COLORADO,CPNP CIUDAD MUNICIPAL,4056,-16.32774849,-71.59292568,AREQUIPA,AREQUIPA,CERRO COLORADO,False,5
