UBIGEO_HECHO,DPTO_HECHO_NEW,PROV_HECHO,DIST_HECHO,COMISARIA,COD_CPNP_LOCAL,LAT,LONG,DEPTO_COMISARIA,PROV_COMISARIA,DIST_COMISARIA,ES_PRINCIPAL,SECTORES
080105,CUSCO,CUSCO,SAN SEBASTIAN,CPNP SAN SEBASTIAN,3495,-13.53211508,-71.9263283,CUSCO,CUSCO,SAN SEBASTIAN,True,6
080106,CUSCO,CUSCO,SANTIAGO,CPNP SANTIAGO,3477,-13.52426531,-71.98420578,CUSCO,CUSCO,SANTIAGO,True,3
080106,CUSCO,CUSCO,SANTIAGO,CPNP ZARZUELA,3482,-13.52851554,-71.98381568,CUSCO,CUSCO,SANTIAGO,False,5
080106,CUSCO,CUSCO,SANTIAGO,CPNP VIVA EL PERU,3504,-13.53861194,-71.95832708,CUSCO,CUSCO,SANTIAGO,False,4
080107,CUSCO,CUSCO,SAYLLA,CPNP SAYLLA,3502,-13.57258588,-71.8256151,CUSCO,CUSCO,SAYLLA,True,3
080108,CUSCO,CUSCO,WANCHAQ,CPNP WANCHAQ,3490,-13.53233386,-71.95957045,CUSCO,CUSCO,WANCHAQ,False,5
080801,CUSCO,ESPINAR,ESPINAR,CPNP ESPINAR,3650,-14.79273584,-71.41365583,CUSCO,ESPINAR,ESPINAR,True,8
080805,CUSCO,ESPINAR,PALLPATA,CPNP ESPINAR,3650,-14.79273584,-71.41365583,CUSCO,ESPINAR,PALLPATA,True,8
080907,CUSCO,LA CONVENCION,KIMBIRI,CPNP SAN FRANCISCO,7520,-12.62417696,-73.78899387,CUSCO,LA CONVENCION,KIMBIRI,True,2
080904,CUSCO,LA CONVENCION,MARANURA,CPNP MARANURA,7562,-12.96416892,-72.6651794,CUSCO,LA CONVENCION,MARANURA,True,4
080904,CUSCO,LA CONVENCION,MARANURA,CPNP SANTA MARIA,7564,-13.0072369,-72.63415897,CUSCO,LA CONVENCION,MARANURA,False,3
080910,CUSCO,LA CONVENCION,PICHARI,CPNP PICHARI,7550,-12.5200535,-73.83000446,CUSCO,LA CONVENCION,PICHARI,True,3
080910,CUSCO,LA CONVENCION,PICHARI,CPNP NATIVIDAD,7553,-12.257573,-73.957078,CUSCO,LA CONVENCION,PICHARI,False,3
080901,CUSCO,LA CONVENCION,SANTA ANA,CPNP QUILLABAMBA,7552,-12.85720524,-72.69680995,CUSCO,LA CONVENCION,SANTA ANA,False,3
080901,CUSCO,LA CONVENCION,SANTA ANA,CPNP PAVAYOC,7554,-12.86276,-72.689148,CUSCO,LA CONVENCION,SANTA ANA,True,2
080901,CUSCO,LA CONVENCION,SANTA ANA,CPNP HUAYANAY,7556,-12.810095,-72.653135,CUSCO,LA CONVENCION,SANTA ANA,False,2
081004,CUSCO,PARURO,COLCHA,CPNP PARURO,3655,-13.76068306,-71.84950548,CUSCO,PARURO,COLCHA,True,3
081001,CUSCO,PARURO,PARURO,CPNP PARURO,3655,-13.76068306,-71.84950548,CUSCO,PARURO,PARURO,True,3
081105,CUSCO,PAUCARTAMBO,HUANCARANI,CPNP HUANCARANI,3584,-13.50313373,-71.65617668,CUSCO,PAUCARTAMBO,HUANCARANI,True,3
081106,CUSCO,PAUCARTAMBO,KOSÑIPATA,CPNP PILCOPATA,3590,-12.91109394,-71.40411377,CUSCO,PAUCARTAMBO,KOSÑIPATA,True,4
081202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,CPNP ANDAHUAYLILLAS,3560,-13.67309767,-71.67762628,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,True,2
081207,CUSCO,QUISPICANCHI,HUARO,CPNP HUARO,3556,-13.69220199,-71.63924216,CUSCO,QUISPICANCHI,HUARO,True,3
081210,CUSCO,QUISPICANCHI,OCONGATE,CPNP OCONGATE,3570,-13.62715468,-71.38852211,CUSCO,QUISPICANCHI,OCONGATE,True,4
081211,CUSCO,QUISPICANCHI,OROPESA,CPNP OROPESA,3562,-13.60034953,-71.76607227,CUSCO,QUISPICANCHI,OROPESA,True,3
081212,CUSCO,QUISPICANCHI,QUIQUIJANA,CPNP QUIQUIJANA,3557,-13.82293405,-71.54134803,CUSCO,QUISPICANCHI,QUIQUIJANA,True,4
081201,CUSCO,QUISPICANCHI,URCOS,CPNP QUISPICANCHIS-URCOS,3554,-13.68845132,-71.625344,CUSCO,QUISPICANCHI,URCOS,True,3
081302,CUSCO,URUBAMBA,CHINCHERO,CPNP CHINCHEROS,3514,-13.39212935,-72.04905602,CUSCO,URUBAMBA,CHINCHERO,True,2
081303,CUSCO,URUBAMBA,HUAYLLABAMBA,CPNP HUAYLLABAMBA,3516,-13.33847475,-72.06475023,CUSCO,URUBAMBA,HUAYLLABAMBA,True,3
081304,CUSCO,URUBAMBA,MACHUPICCHU,CPNP MACHUPICCHU,3535,-13.15472096,-72.52545411,CUSCO,URUBAMBA,MACHUPICCHU,True,3
081305,CUSCO,URUBAMBA,MARAS,CPNP MARAS,3512,-13.33246778,-72.15635606,CUSCO,URUBAMBA,MARAS,True,2
081306,CUSCO,URUBAMBA,OLLANTAYTAMBO,CPNP OLLANTAYTAMBO,3530,-13.25853595,-72.26415656,CUSCO,URUBAMBA,OLLANTAYTAMBO,True,5
081301,CUSCO,URUBAMBA,URUBAMBA,CPNP URUBAMBA,3513,-13.305558,-72.11487,CUSCO,URUBAMBA,URUBAMBA,True,3
081307,CUSCO,URUBAMBA,YUCAY,CPNP HUAYLLABAMBA,3516,-13.33847475,-72.06475023,CUSCO,URUBAMBA,YUCAY,True,3
090201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,CPNP ACOBAMBA,3265,-12.84196434,-74.56970035,HUANCAVELICA,ACOBAMBA,ACOBAMBA,True,3
090306,HUANCAVELICA,ANGARAES,CONGALLA,CPNP CONGALLA,3235,-12.95598365,-74.49253694,HUANCAVELICA,ANGARAES,CONGALLA,True,3
090301,HUANCAVELICA,ANGARAES,LIRCAY,CPNP ANGARAES LIRCAY,3230,-12.98745448,-74.72394491,HUANCAVELICA,ANGARAES,LIRCAY,True,5
090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,CPNP HUANCAVELICA,3200,-12.78587652,-74.96893612,HUANCAVELICA,HUANCAVELICA,ASCENSION,True,4
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,CPNP HUANCAVELICA,3200,-12.78587652,-74.96893612,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,True,4
090119,HUANCAVELICA,HUANCAVELICA,HUANDO,CPNP HUANDO,3212,-12.56379297,-74.94752734,HUANCAVELICA,HUANCAVELICA,HUANDO,True,3
090108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,CPNP IZCUCHACA,3205,-12.5012166,-74.99582852,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,True,6
090117,HUANCAVELICA,HUANCAVELICA,YAULI,CPNP YAULI,3215,-12.76932973,-74.85190958,HUANCAVELICA,HUANCAVELICA,YAULI,True,2
090601,HUANCAVELICA,HUAYTARA,HUAYTARA,CPNP HUAYTARA,3290,-13.60428736,-75.35371679,HUANCAVELICA,HUAYTARA,HUAYTARA,True,6
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,CPNP ACOSTAMBO,7542,-12.36232111,-75.0550676,HUANCAVELICA,TAYACAJA,ACOSTAMBO,True,3
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,CPNP PAMPAS,7530,-12.39786165,-74.86902653,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,True,7
090713,HUANCAVELICA,TAYACAJA,QUISHUAR,CPNP PAMPAS,7530,-12.39786165,-74.86902653,HUANCAVELICA,TAYACAJA,QUISHUAR,True,7
100201,HUANUCO,AMBO,AMBO,CPNP AMBO,5940,-10.12759066,-76.20441456,HUANUCO,AMBO,AMBO,True,5
100204,HUANUCO,AMBO,CONCHAMARCA,CPNP CAYHUAYNA,5902,-9.95361189,-76.24943276,HUANUCO,AMBO,CONCHAMARCA,True,5
100205,HUANUCO,AMBO,HUACAR,CPNP AMBO,5940,-10.12759066,-76.20441456,HUANUCO,AMBO,HUACAR,True,5
100208,HUANUCO,AMBO,TOMAY KICHWA,CPNP AMBO,5940,-10.12759066,-76.20441456,HUANUCO,AMBO,TOMAY KICHWA,True,5
100507,HUANUCO,HUAMALIES,MONZON,CPNP PALO DE ACERO,7006,-9.23589585,-76.08925336,HUANUCO,HUAMALIES,MONZON,False,3
100507,HUANUCO,HUAMALIES,MONZON,CPNP MONZON,7007,-9.27879,-76.400525,HUANUCO,HUAMALIES,MONZON,True,2
100507,HUANUCO,HUAMALIES,MONZON,CPNP CACHICOTO,7011,-9.21845482,-76.21240834,HUANUCO,HUAMALIES,MONZON,False,2
100102,HUANUCO,HUANUCO,AMARILIS,CPNP AMARILIS,5906,-9.94257695,-76.24740583,HUANUCO,HUANUCO,AMARILIS,True,4
100103,HUANUCO,HUANUCO,CHINCHAO,CPNP ACOMAYO,5908,-9.80165159,-76.07137442,HUANUCO,HUANUCO,CHINCHAO,True,3
100101,HUANUCO,HUANUCO,HUANUCO,CPNP HUANUCO,5900,-9.92624451,-76.23943044,HUANUCO,HUANUCO,HUANUCO,True,8
100111,HUANUCO,HUANUCO,PILLCO MARCA,CPNP CAYHUAYNA,5902,-9.95361189,-76.24943276,HUANUCO,HUANUCO,PILLCO MARCA,True,5
100106,HUANUCO,HUANUCO,QUISQUI,CPNP AMARILIS,5906,-9.94257695,-76.24740583,HUANUCO,HUANUCO,QUISQUI,True,4
100107,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,CPNP CAYHUAYNA,5902,-9.95361189,-76.24943276,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,True,5
100109,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,CPNP RANCHO,5904,-9.831072,-76.09419,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,True,3
100602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIAS ROBLES,CPNP PUMAHUASI,7009,-9.18825373,-75.9543898,HUANUCO,LEONCIO PRADO,DANIEL ALOMIAS ROBLES,True,3
100603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,CPNP PUMAHUASI,7009,-9.18825373,-75.9543898,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,True,3
100604,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,CPNP AUCAYACU,7002,-8.93140901,-76.11188986,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,True,3
100605,HUANUCO,LEONCIO PRADO,LUYANDO,CPNP TINGO MARIA,7000,-9.29806953,-76.00260836,HUANUCO,LEONCIO PRADO,LUYANDO,True,4
100606,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,CPNP CAYUMBA,7004,-9.49461342,-75.95306846,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,True,3
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,CPNP TINGO MARIA,7000,-9.29806953,-76.00260836,HUANUCO,LEONCIO PRADO,RUPA-RUPA,True,4
100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,CPNP VENENILLO,7013,-9.089125,-76.09476,HUANUCO,LEONCIO PRADO,RUPA-RUPA,False,3
100802,HUANUCO,PACHITEA,CHAGLLA,CPNP PANAO,5920,-9.896673,-75.994772,HUANUCO,PACHITEA,CHAGLLA,True,4
100803,HUANUCO,PACHITEA,MOLINO,CPNP PANAO,5920,-9.896673,-75.994772,HUANUCO,PACHITEA,MOLINO,True,4
100801,HUANUCO,PACHITEA,PANAO,CPNP PANAO,5920,-9.896673,-75.994772,HUANUCO,PACHITEA,PANAO,True,4
100902,HUANUCO,PUERTO INCA,CODO DEL POZUZO,CPNP CODO DEL POZUZO,7915,-9.669198,-75.46248,HUANUCO,PUERTO INCA,CODO DEL POZUZO,True,3
101101,HUANUCO,YAROWILCA,CHAVINILLO,CPNP CHAVINILLO,5930,-9.85930849,-76.60865167,HUANUCO,YAROWILCA,CHAVINILLO,True,8
110202,ICA,CHINCHA,ALTO LARAN,CPNP ALTO LARAN,5353,-13.44238044,-76.08323594,ICA,CHINCHA,ALTO LARAN,True,5
110203,ICA,CHINCHA,CHAVIN,CPNP HUANGASCAR,2466,-12.89952071,-75.83241637,ICA,CHINCHA,CHAVIN,True,5
110201,ICA,CHINCHA,CHINCHA ALTA,CPNP CHINCHA,5355,-13.41704068,-76.13274266,ICA,CHINCHA,CHINCHA ALTA,True,5
110204,ICA,CHINCHA,CHINCHA BAJA,CPNP CHINCHA BAJA,5341,-13.45884735,-76.16161554,ICA,CHINCHA,CHINCHA BAJA,True,3
110205,ICA,CHINCHA,EL CARMEN,CPNP EL CARMEN,5345,-13.4994253,-76.05726544,ICA,CHINCHA,EL CARMEN,True,3
110206,ICA,CHINCHA,GROCIO PRADO,CPNP EMILIO ROMAN SARAVIA GARCIA-GROCIO PRADO,5349,-13.3971199,-76.15538655,ICA,CHINCHA,GROCIO PRADO,True,4
110207,ICA,CHINCHA,PUEBLO NUEVO,CPNP PUEBLO NUEVO,5343,-13.39557221,-76.13438159,ICA,CHINCHA,PUEBLO NUEVO,True,6
110210,ICA,CHINCHA,SUNAMPE,CPNP SUNAMPE,5351,-13.42691901,-76.16396605,ICA,CHINCHA,SUNAMPE,True,4
110211,ICA,CHINCHA,TAMBO DE MORA,CPNP TAMBO DE MORA,5347,-13.46066449,-76.18360225,ICA,CHINCHA,TAMBO DE MORA,True,2
110101,ICA,ICA,ICA,CPNP ICA,5300,-14.06987861,-75.73258476,ICA,ICA,ICA,True,6
110102,ICA,ICA,LA TINGUIÑA,CPNP LA TINGUIÑA,5314,-14.03661058,-75.71067718,ICA,ICA,LA TINGUIÑA,True,5
110103,ICA,ICA,LOS AQUIJES,CPNP LOS AQUIJES,5324,-14.09720699,-75.69090038,ICA,ICA,LOS AQUIJES,True,5
110105,ICA,ICA,PACHACUTEC,CPNP PACHACUTEC,5328,-14.15266406,-75.69114693,ICA,ICA,PACHACUTEC,True,3
110106,ICA,ICA,PARCONA,CPNP PARCONA,5305,-14.0478149,-75.70578041,ICA,ICA,PARCONA,True,4
110107,ICA,ICA,PUEBLO NUEVO,CPNP PUEBLO NUEVO,5326,-14.12692199,-75.70582573,ICA,ICA,PUEBLO NUEVO,True,3
110108,ICA,ICA,SALAS,CPNP GUADALUPE,5310,-13.98590936,-75.77229479,ICA,ICA,SALAS,True,3
110108,ICA,ICA,SALAS,CPNP PAMPA VILLACURI,5330,-13.932805,-75.90578,ICA,ICA,SALAS,False,3
110110,ICA,ICA,SAN JUAN BAUTISTA,CPNP SAN JUAN BAUTISTA,5316,-14.01129162,-75.73469765,ICA,ICA,SAN JUAN BAUTISTA,True,5
110111,ICA,ICA,SANTIAGO,CPNP SANTIAGO,5312,-14.18416957,-75.71469225,ICA,ICA,SANTIAGO,True,3
110112,ICA,ICA,SUBTANJALLA,CPNP SUBTANJALLA,5322,-14.01890197,-75.75658752,ICA,ICA,SUBTANJALLA,True,4
110113,ICA,ICA,TATE,CPNP PACHACUTEC,5328,-14.15266406,-75.69114693,ICA,ICA,TATE,True,3
110302,ICA,NAZCA,CHANGUILLO,CPNP PALPA,5365,-14.53429131,-75.18820985,ICA,NAZCA,CHANGUILLO,True,5
110303,ICA,NAZCA,EL INGENIO,CPNP EL INGENIO,5362,-14.64544368,-75.05979089,ICA,NAZCA,EL INGENIO,True,3
110304,ICA,NAZCA,MARCONA,CPNP MARCONA,5360,-15.36183121,-75.16480592,ICA,NAZCA,MARCONA,True,4
110301,ICA,NAZCA,NAZCA,CPNP NASCA,5356,-14.82822001,-74.9444921,ICA,NAZCA,NAZCA,True,5
110305,ICA,NAZCA,VISTA ALEGRE,CPNP VISTA ALEGRE,5363,-14.84486157,-74.94041603,ICA,NAZCA,VISTA ALEGRE,True,4
110402,ICA,PALPA,LLIPATA,CPNP PALPA,5365,-14.53429131,-75.18820985,ICA,PALPA,LLIPATA,True,5
110401,ICA,PALPA,PALPA,CPNP PALPA,5365,-14.53429131,-75.18820985,ICA,PALPA,PALPA,True,5
110403,ICA,PALPA,RIO GRANDE,CPNP PALPA,5365,-14.53429131,-75.18820985,ICA,PALPA,RIO GRANDE,True,5
110502,ICA,PISCO,HUANCANO,CPNP HUAYTARA,3290,-13.60428736,-75.35371679,ICA,PISCO,HUANCANO,True,6
110503,ICA,PISCO,HUMAY,CPNP HUMAY,5350,-13.72363834,-75.88929409,ICA,PISCO,HUMAY,True,4
110504,ICA,PISCO,INDEPENDENCIA,CPNP INDEPENDENCIA,5346,-13.69323348,-76.03019211,ICA,PISCO,INDEPENDENCIA,True,3
110505,ICA,PISCO,PARACAS,CPNP PARACAS,5348,-13.83270555,-76.2467539,ICA,PISCO,PARACAS,True,2
110501,ICA,PISCO,PISCO,CPNP PISCO,5335,-13.70943109,-76.20308948,ICA,PISCO,PISCO,True,5
110501,ICA,PISCO,PISCO,CPNP SAN MIGUEL,5342,-13.70275495,-76.15339385,ICA,PISCO,PISCO,False,3
110506,ICA,PISCO,SAN ANDRES,CPNP SAN ANDRES,5340,-13.73246507,-76.22114161,ICA,PISCO,SAN ANDRES,True,4
110507,ICA,PISCO,SAN CLEMENTE,CPNP HUAMANI,5344,-13.6831589,-76.15958455,ICA,PISCO,SAN CLEMENTE,True,4
110508,ICA,PISCO,TUPAC AMARU INCA,CPNP TUPAC AMARU,5352,-13.7144446,-76.14863525,ICA,PISCO,TUPAC AMARU INCA,True,3
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,CPNP LA MERCED,3100,-11.05598498,-75.33084153,JUNIN,CHANCHAMAYO,CHANCHAMAYO,True,5
120302,JUNIN,CHANCHAMAYO,PERENE,CPNP VILLA PERENE,3110,-10.95226298,-75.22554402,JUNIN,CHANCHAMAYO,PERENE,True,3
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,CPNP PICHANAQUI,3115,-10.92721657,-74.87355961,JUNIN,CHANCHAMAYO,PICHANAQUI,True,4
120305,JUNIN,CHANCHAMAYO,SAN RAMON,CPNP SAN RAMON,3105,-11.12086059,-75.35467476,JUNIN,CHANCHAMAYO,SAN RAMON,True,3
120306,JUNIN,CHANCHAMAYO,VITOC,CPNP SAN RAMON,3105,-11.12086059,-75.35467476,JUNIN,CHANCHAMAYO,VITOC,True,3
120902,JUNIN,CHUPACA,AHUAC,CPNP CHUPACA,7825,-12.06007486,-75.28797107,JUNIN,CHUPACA,AHUAC,True,10
120903,JUNIN,CHUPACA,CHONGOS BAJO,CPNP HUAYUCACHI,3006,-12.13838444,-75.22358889,JUNIN,CHUPACA,CHONGOS BAJO,True,5
120901,JUNIN,CHUPACA,CHUPACA,CPNP CHUPACA,7825,-12.06007486,-75.28797107,JUNIN,CHUPACA,CHUPACA,True,10
120904,JUNIN,CHUPACA,HUACHAC,CPNP CMDTE FERRER PELAYO ALIAGA MIRANDA,3014,-12.01541797,-75.27951367,JUNIN,CHUPACA,HUACHAC,True,5
120905,JUNIN,CHUPACA,HUAMANCACA CHICO,CPNP CHILCA,3002,-12.08057272,-75.20785938,JUNIN,CHUPACA,HUAMANCACA CHICO,True,6
120907,JUNIN,CHUPACA,SAN JUAN DE JARPA,CPNP CHUPACA,7825,-12.06007486,-75.28797107,JUNIN,CHUPACA,SAN JUAN DE JARPA,True,10
120906,JUNIN,CHUPACA,SAN JUAN DE YSCOS,CPNP CHUPACA,7825,-12.06007486,-75.28797107,JUNIN,CHUPACA,SAN JUAN DE YSCOS,True,10
120908,JUNIN,CHUPACA,TRES DE DICIEMBRE,CPNP HUAYUCACHI,3006,-12.13838444,-75.22358889,JUNIN,CHUPACA,TRES DE DICIEMBRE,True,5
120909,JUNIN,CHUPACA,YANACANCHA,CPNP CHONGOS ALTO,3012,-12.31131184,-75.28863654,JUNIN,CHUPACA,YANACANCHA,True,6
120202,JUNIN,CONCEPCION,ACO,CPNP ORCOTUNA,3034,-11.96710038,-75.30721848,JUNIN,CONCEPCION,ACO,True,6
120201,JUNIN,CONCEPCION,CONCEPCION,CPNP CONCEPCION,3050,-11.91878003,-75.31454353,JUNIN,CONCEPCION,CONCEPCION,True,8
120208,JUNIN,CONCEPCION,MANZANARES,CPNP ORCOTUNA,3034,-11.96710038,-75.30721848,JUNIN,CONCEPCION,MANZANARES,True,6
120209,JUNIN,CONCEPCION,MARISCAL CASTILLA,CPNP COMAS,3032,-11.72257882,-75.08627698,JUNIN,CONCEPCION,MARISCAL CASTILLA,True,3
120210,JUNIN,CONCEPCION,MATAHUASI,CPNP CONCEPCION,3050,-11.91878003,-75.31454353,JUNIN,CONCEPCION,MATAHUASI,True,8
120211,JUNIN,CONCEPCION,MITO,CPNP CONCEPCION,3050,-11.91878003,-75.31454353,JUNIN,CONCEPCION,MITO,True,8
120213,JUNIN,CONCEPCION,ORCOTUNA,CPNP ORCOTUNA,3034,-11.96710038,-75.30721848,JUNIN,CONCEPCION,ORCOTUNA,True,6
120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,CPNP CONCEPCION,3050,-11.91878003,-75.31454353,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,True,8
120107,JUNIN,HUANCAYO,CHILCA,CPNP CHILCA,3002,-12.08057272,-75.20785938,JUNIN,HUANCAYO,CHILCA,True,6
120108,JUNIN,HUANCAYO,CHONGOS ALTO,CPNP CHONGOS ALTO,3012,-12.31131184,-75.28863654,JUNIN,HUANCAYO,CHONGOS ALTO,True,6
120111,JUNIN,HUANCAYO,CHUPURO,CPNP HUAYUCACHI,3006,-12.13838444,-75.22358889,JUNIN,HUANCAYO,CHUPURO,True,5
120112,JUNIN,HUANCAYO,COLCA,CPNP CHONGOS ALTO,3012,-12.31131184,-75.28863654,JUNIN,HUANCAYO,COLCA,True,6
120114,JUNIN,HUANCAYO,EL TAMBO,CPNP EL TAMBO,3004,-12.05731959,-75.21738693,JUNIN,HUANCAYO,EL TAMBO,True,6
120117,JUNIN,HUANCAYO,HUALHUAS,CPNP SAN AGUSTIN DE CAJAS,3010,-11.99167266,-75.24651894,JUNIN,HUANCAYO,HUALHUAS,True,4
120119,JUNIN,HUANCAYO,HUANCAN,CPNP CHILCA,3002,-12.08057272,-75.20785938,JUNIN,HUANCAYO,HUANCAN,True,6
120101,JUNIN,HUANCAYO,HUANCAYO,CPNP HUANCAYO,3000,-12.06449892,-75.20736742,JUNIN,HUANCAYO,HUANCAYO,True,5
120121,JUNIN,HUANCAYO,HUAYUCACHI,CPNP HUAYUCACHI,3006,-12.13838444,-75.22358889,JUNIN,HUANCAYO,HUAYUCACHI,True,5
120122,JUNIN,HUANCAYO,INGENIO,CPNP CONCEPCION,3050,-11.91878003,-75.31454353,JUNIN,HUANCAYO,INGENIO,True,8
120125,JUNIN,HUANCAYO,PILCOMAYO,CPNP EL TAMBO,3004,-12.05731959,-75.21738693,JUNIN,HUANCAYO,PILCOMAYO,True,6
120127,JUNIN,HUANCAYO,QUICHUAY,CPNP CONCEPCION,3050,-11.91878003,-75.31454353,JUNIN,HUANCAYO,QUICHUAY,True,8
120128,JUNIN,HUANCAYO,QUILCAS,CPNP SAN JERONIMO DE TUNAN,3036,-11.94964771,-75.28232782,JUNIN,HUANCAYO,QUILCAS,True,4
120129,JUNIN,HUANCAYO,SAN AGUSTIN,CPNP SAN AGUSTIN DE CAJAS,3010,-11.99167266,-75.24651894,JUNIN,HUANCAYO,SAN AGUSTIN,True,4
120130,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,CPNP SAN JERONIMO DE TUNAN,3036,-11.94964771,-75.28232782,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,True,4
120132,JUNIN,HUANCAYO,SAÑO,CPNP SAN JERONIMO DE TUNAN,3036,-11.94964771,-75.28232782,JUNIN,HUANCAYO,SAÑO,True,4
120133,JUNIN,HUANCAYO,SAPALLANGA,CPNP SAPALLANGA,3008,-12.14372018,-75.16212937,JUNIN,HUANCAYO,SAPALLANGA,True,3
120134,JUNIN,HUANCAYO,SICAYA,CPNP CMDTE FERRER PELAYO ALIAGA MIRANDA,3014,-12.01541797,-75.27951367,JUNIN,HUANCAYO,SICAYA,True,5
120402,JUNIN,JAUJA,ACOLLA,CPNP ACOLLA,3043,-11.73505831,-75.54305016,JUNIN,JAUJA,ACOLLA,True,5
120403,JUNIN,JAUJA,APATA,CPNP APATA,3041,-11.854617,-75.354028,JUNIN,JAUJA,APATA,True,8
120404,JUNIN,JAUJA,ATAURA,CPNP JAUJA,7815,-11.77796693,-75.4970804,JUNIN,JAUJA,ATAURA,True,14
120406,JUNIN,JAUJA,CURICACA,CPNP PACHACAYO,3044,-11.7842781,-75.71752056,JUNIN,JAUJA,CURICACA,True,3
120407,JUNIN,JAUJA,EL MANTARO,CPNP APATA,3041,-11.854617,-75.354028,JUNIN,JAUJA,EL MANTARO,True,8
120409,JUNIN,JAUJA,HUARIPAMPA,CPNP JAUJA,7815,-11.77796693,-75.4970804,JUNIN,JAUJA,HUARIPAMPA,True,14
120410,JUNIN,JAUJA,HUERTAS,CPNP JAUJA,7815,-11.77796693,-75.4970804,JUNIN,JAUJA,HUERTAS,True,14
120401,JUNIN,JAUJA,JAUJA,CPNP JAUJA,7815,-11.77796693,-75.4970804,JUNIN,JAUJA,JAUJA,True,14
120412,JUNIN,JAUJA,JULCAN,CPNP JAUJA,7815,-11.77796693,-75.4970804,JUNIN,JAUJA,JULCAN,True,14
120414,JUNIN,JAUJA,LLOCLLAPAMPA,CPNP PACHACAYO,3044,-11.7842781,-75.71752056,JUNIN,JAUJA,LLOCLLAPAMPA,True,3
120415,JUNIN,JAUJA,MARCO,CPNP ACOLLA,3043,-11.73505831,-75.54305016,JUNIN,JAUJA,MARCO,True,5
120416,JUNIN,JAUJA,MASMA,CPNP JAUJA,7815,-11.77796693,-75.4970804,JUNIN,JAUJA,MASMA,True,14
120418,JUNIN,JAUJA,MOLINOS,CPNP JAUJA,7815,-11.77796693,-75.4970804,JUNIN,JAUJA,MOLINOS,True,14
120420,JUNIN,JAUJA,MUQUI,CPNP SINCOS,3042,-11.89144312,-75.38675857,JUNIN,JAUJA,MUQUI,True,5
120422,JUNIN,JAUJA,PACA,CPNP ACOLLA,3043,-11.73505831,-75.54305016,JUNIN,JAUJA,PACA,True,5
120425,JUNIN,JAUJA,PARCO,CPNP JAUJA,7815,-11.77796693,-75.4970804,JUNIN,JAUJA,PARCO,True,14
120426,JUNIN,JAUJA,POMACANCHA,CPNP ACOLLA,3043,-11.73505831,-75.54305016,JUNIN,JAUJA,POMACANCHA,True,5
120427,JUNIN,JAUJA,RICRAN,CPNP ACOLLA,3043,-11.73505831,-75.54305016,JUNIN,JAUJA,RICRAN,True,5
120430,JUNIN,JAUJA,SAUSA,CPNP JAUJA,7815,-11.77796693,-75.4970804,JUNIN,JAUJA,SAUSA,True,14
120431,JUNIN,JAUJA,SINCOS,CPNP SINCOS,3042,-11.89144312,-75.38675857,JUNIN,JAUJA,SINCOS,True,5
120433,JUNIN,JAUJA,YAULI,CPNP JAUJA,7815,-11.77796693,-75.4970804,JUNIN,JAUJA,YAULI,True,14
120434,JUNIN,JAUJA,YAUYOS,CPNP JAUJA,7815,-11.77796693,-75.4970804,JUNIN,JAUJA,YAUYOS,True,14
120502,JUNIN,JUNIN,CARHUAMAYO,CPNP CARHUAMAYO,3047,-10.93403017,-76.05420784,JUNIN,JUNIN,CARHUAMAYO,True,2
120501,JUNIN,JUNIN,JUNIN,CPNP JUNIN,3022,-11.16266219,-75.99347116,JUNIN,JUNIN,JUNIN,True,5
120504,JUNIN,JUNIN,ULCUMAYO,CPNP ULCUMAYO,3018,-10.96827614,-75.88049702,JUNIN,JUNIN,ULCUMAYO,True,2
